Language pair,Combined sentences (LaBSE),Combined in-family sentences (LaBSE),Combined in-genus sentences (LaBSE),Combined sentences (LASER),Combined in-family sentences (LASER),Combined in-genus sentences (LASER),Same Family?,Same Genus?,"Character-level Overlap (multiset Jaccard coefficient, Book of Matthew)","Token-level Overlap (multiset Jaccard coefficient, Book of John)",Same Word Order?,Same Polysynthesis Status?,Geographic Distance (lang2vec),Inventory Distance (lang2vec),Syntactic Distance (lang2vec),Phonological Distance (lang2vec)
Hindi-Chinese-tok,1404800000,12929534100,2094900000,8588000,385485649,16335000,0,0,0.0642,0.3504,0,1,0.0316,0.3817,0.2972,0.1994
Hindi-Danish,311900000,23232530200,4741859000,8188000,754355298,267250917,1,0,0.0559,0.3839,0,1,0.0742,0.324,0.3413,0.1296
Hindi-Amharic,164292000,12112210100,1300564000,376000,389854649,20417000,0,0,0.0407,0.353,1,1,0.0347,0.3438,0.255,0.1784
Hindi-Somali,146625000,12112210100,836725000,373000,389854649,8114000,0,0,0.049,0.3681,1,1,0.0327,0.2799,0.2345,0.3333
Hindi-Croatian,263700000,23232530200,4163820000,4288000,754355298,57229000,1,0,0.0569,0.3702,0,1,0.0626,0.2809,0.2345,0.0871
Hindi-Italian,413800000,23232530200,3338680000,8588000,754355298,44313000,1,0,0.0534,0.3753,0,1,0.0693,0.3657,0.358,0.0871
Hindi-Akawaio,134800000,11616265100,824900000,288000,377177649,8029000,0,0,0.0447,0.1097,1,0,0.2571,0.4291,0.5106,0.2362
Hindi-Czech,397800000,23232530200,4163820000,5788000,754355298,57229000,1,0,0.0572,0.3819,0,1,0.0657,0.2906,0.3493,0.0871
Hindi-Tachelhit,134800000,11616265100,824900000,288000,377177649,8029000,0,0,0.0383,0.1699,0,1,0.1156,0.3657,0.4013,0.1784
Hindi-Romanian,282500000,23232530200,3338680000,5188000,754355298,44313000,1,0,0.0539,0.3391,0,1,0.0519,0.3091,0.3171,0.134
Hindi-Lithuanian,233100000,23232530200,1045100000,3488000,754355298,13229000,1,0,0.051,0.3806,0,1,0.0561,0.2538,0.2927,0.134
Hindi-Wolof,136550000,11761564400,970199300,288000,377177649,8029000,0,0,0.0568,0.3329,0,1,0.1478,0.3292,0.5248,0.2697
Hindi-Zulu,144962000,11761564400,970199300,288000,377177649,8029000,0,0,0.0425,0.3801,0,1,0.0981,0.3657,0.5308,0.3828
Hindi-Thai-tok,251500000,11732965100,941600000,4388000,381277649,12129000,0,0,0.0383,0.1465,0,1,0.0154,0.3342,0.5859,0.25
Hindi-Malayalam,195700000,11950315100,1052640000,661000,377625649,8444000,0,0,0.0324,0.313,1,1,0.0061,0.2825,0.2768,0.1835
Hindi-Hebrew,307300000,12112210100,1300564000,4388000,389854649,20417000,0,0,0.0436,0.3827,0,1,0.0339,0.3564,0.3322,0.2285
Hindi-Kabyle,134800000,11616265100,824900000,288000,377177649,8029000,0,0,0.0516,0.1705,0,0,0.2781,0.3219,0.4349,0.1835
Hindi-French,1088800000,23232530200,3338680000,9088000,754355298,44313000,1,0,0.0526,0.3837,0,1,0.0858,0.2777,0.3494,0.1994
Hindi-Afrikaans,178870000,23232530200,4741859000,355000,754355298,267250917,1,0,0.051,0.3784,0,1,0.0945,0.3307,0.3493,0.2167
Cherokee-K'iche'-SIL,49440000,334050000,227740000,0,0,0,0,0,0.0232,0.155,1,0,0.2544,0.3981,0.3844,0.2441
Cherokee-Uma,0,0,0,0,0,0,0,0,0.0266,0.2053,0,0,0.2802,0.2301,0.4922,0.3162
Cherokee-Russian,1761000000,11616265100,3338920000,9300000,377177649,49200000,0,0,0.0387,0.4587,0,0,0.1546,0.4749,0.4389,0.2829
Cherokee-Syriac,0,0,0,0,0,0,0,0,0.0271,0.8028,0,0,0.1785,0.3224,0.4994,0.3453
Cherokee-Xhosa,4690100,145299300,145299300,0,0,0,0,0,0.0331,0.4642,0,0,0.2458,0.361,0.564,0.3318
Cherokee-English-WEB,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.0314,0.4581,0,0,0.0765,0.3669,0.5841,0.3162
Cherokee-K'iche',0,0,0,15000,12677000,77000,0,0,0,0.04,0,0,0.102,0.6205,0.5308,0.3162
Cherokee-Thai,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0049,0.1958,0,0,0.261,0.3386,0.6087,0.2362
Cherokee-Campa,0,0,0,0,0,0,0,0,0.0227,0.2648,0,1,0.0546,0.319,0.3417,0.2441
Cherokee-Q'eqchi',0,0,0,0,0,0,0,0,0.0241,0.1358,0,1,0.011,0.2301,0.358,0.2829
Cherokee-Tagalog,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.0282,0.3976,0,0,0.2497,0.2754,0.4145,0.2829
Cherokee-Barasana,0,0,0,0,0,0,0,0,0.0189,0.1086,0,1,0.0338,0.3322,0.5127,0.4331
Cherokee-Nahuatl,0,0,0,0,0,0,0,0,0.0222,0.2002,0,1,0.0119,0.2394,0.3148,0.2441
Cherokee-Portuguese,507000000,11616265100,2513780000,8300000,377177649,36284000,0,0,0.0349,0.463,0,0,0.0806,0.4045,0.4936,0.2441
Cherokee-Zarma,0,0,0,0,0,0,0,0,0.0317,0.365,1,0,0.1298,0.3288,0.4801,0.2441
Cherokee-Korean,211000000,211000000,211000000,1400000,1400000,1400000,0,0,0.0311,0.4065,1,0,0.1908,0.2953,0.3924,0.1982
Cherokee-Coptic,0,0,0,0,0,0,0,0,0.027,0.8792,0,0,0.1607,0.345,0.5178,0.371
Cherokee-Hungarian,188600000,11616265100,352100000,5300000,377177649,13200000,0,0,0.0334,0.426,0,0,0.1127,0.3463,0.3326,0.2829
Cherokee-Shona,5595200,145299300,145299300,0,0,0,0,0,0.0311,0.4641,0,0,0.2447,0.2953,0.6366,0.1633
Cherokee-Cebuano,11081000,517929400,517929400,0,0,0,0,0,0.028,0.4068,0,0,0.2584,0.2919,0.4655,0.2829
Cherokee-Ewe,0,0,0,0,0,0,0,0,0.0296,0.2599,0,0,0.1361,0.4397,0.4848,0.2929
Cherokee-Norwegian,170800000,11616265100,3916959000,4100000,377177649,259221917,0,0,0.0348,0.4556,0,0,0.0844,0.4339,0.525,0.1633
Cherokee-Vietnamese-tok,221000000,250798000,250798000,4000000,4000625,4000625,0,0,0.0337,0.3941,0,0,0.2502,0.4343,0.5959,0.2362
Cherokee-Wolaytta,0,0,0,0,0,0,0,0,0.03,0.3161,1,0,0.2145,0.3505,0.3763,0.3162
Cherokee-Kannada,0,0,0,0,0,0,0,0,0.0278,0.3669,0,1,0.0124,0.2301,0.3802,0.1982
Cherokee-Dinka,0,0,0,0,0,0,0,0,0.0345,0.324,0,0,0.1911,0.3876,0.552,0.2362
Cherokee-Indonesian,283000000,517929400,517929400,4300000,7592560,7592560,0,0,0.0268,0.4539,0,0,0.2958,0.2155,0.5528,0.3162
Cherokee-English,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.0313,0.4574,0,0,0.0765,0.3669,0.5841,0.3162
Cherokee-Myanmar,42820000,1313269000,42820000,2000,8308000,2000,0,0,0.0101,0.2192,1,0,0.2465,0.3152,0.4936,0.2929
Cherokee-Jakalteko,0,0,0,0,0,0,0,0,0.0231,0.1488,0,1,0.0114,0.2809,0.3939,0.2829
Cherokee-Slovene,129500000,11616265100,3338920000,5200000,377177649,49200000,0,0,0.0343,0.4593,0,0,0.1063,0.379,0.45,0.2829
Cherokee-Greek,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0301,0.2119,0,0,0.1277,0.5449,0.4066,0.2829
Cherokee-Chinantec,0,0,0,0,0,0,0,0,0.0192,0.0391,0,0,0.0117,0.4523,0.4683,0.3453
Cherokee-Icelandic,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.0328,0.4564,0,0,0.0529,0.4086,0.5189,0.3162
Cherokee-Polish,421000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.0342,0.4597,0,0,0.1044,0.4262,0.4389,0.2829
Cherokee-Romani,0,0,0,0,0,0,0,0,0.0304,0.3917,0,0,0.1213,0.4167,0.3564,0.2829
Cherokee-Maori,6419000,517929400,517929400,0,0,0,0,0,0.0262,0.4069,0,0,0.2334,0.4467,0.6101,0.4929
Cherokee-Cabecar,0,0,0,0,0,0,0,0,0.0285,0.2019,1,0,0.0167,0.2419,0.4577,0.1982
Cherokee-Mam,0,0,0,0,0,0,0,0,0.0247,0.1265,0,1,0.0123,0.3386,0.3901,0.1982
Cherokee-Latvian,121900000,11616265100,220200000,2000000,377177649,5200000,0,0,0.0336,0.458,0,0,0.1047,0.3789,0.5,0.2023
Cherokee-Chinese,1270000000,1313269000,1270000000,8300000,8308000,8306000,0,0,0.0315,0.4064,0,0,0.1932,0.4191,0.3675,0.2662
Cherokee-Japanese-tok,1410000000,1410000000,1410000000,3200000,3200000,3200000,0,0,0.0248,0.161,1,0,0.1895,0.3767,0.4655,0.4024
Cherokee-Albanian,89270000,11616265100,89270000,3200000,377177649,3200000,0,0,0.0318,0.4571,0,0,0.122,0.3545,0.5061,0.3453
Cherokee-Basque,52730000,52730000,52730000,1200000,1200000,1200000,0,0,0.0285,0.3684,1,0,0.0841,0.5033,0.4004,0.1982
Cherokee-Esperanto,74600000,74600000,74600000,397000,414000,397000,0,0,0.0332,0.4616,0,0,0.0848,0.3938,0.4518,0.3162
Cherokee-Gujarati,89920000,11616265100,824900000,0,0,0,0,0,0.0287,0.3387,1,0,0.2306,0.4167,0.2681,0.2441
Cherokee-Serbian,68300000,11616265100,3338920000,4000000,377177649,49200000,0,0,0.0367,0.4627,0,0,0.12,0.3789,0.4567,0.2829
Cherokee-Vietnamese,221000000,250798000,250798000,4000000,4000625,4000625,0,0,0.0338,0.4434,0,0,0.2502,0.4343,0.5959,0.2362
Cherokee-German,701000000,11616265100,3916959000,8700000,377177649,259221917,0,0,0.0305,0.4603,0,0,0.0998,0.4226,0.5178,0.3939
Cherokee-Telugu,106310000,334050000,106310000,33000,448000,33000,0,0,0.0317,0.3086,1,0,0.2503,0.4769,0.3675,0.2441
Cherokee-Creole,70091000,70091000,70091000,0,0,0,0,0,0.0294,0.4319,0,0,0.0088,0.3624,0.5321,0.2441
Cherokee-Quichua,0,0,0,0,0,0,0,0,0.0287,0.3818,1,1,0.0327,0.3604,0.4034,0.1982
Cherokee-Achuar,0,0,0,0,0,0,0,0,0.022,0.2411,1,0,0.0363,0.3177,0.4388,0.0742
Cherokee-Malagasy,8427000,517929400,517929400,355000,7592560,7592560,0,0,0.0293,0.4594,0,0,0.268,0.3034,0.5784,0.3162
Cherokee-Camsa,0,0,0,0,0,0,0,0,0.022,0.3012,0,1,0.0297,0.2856,0.422,0.1982
Cherokee-Swedish,246000000,11616265100,3916959000,7800000,377177649,259221917,0,0,0.0311,0.4608,0,0,0.0928,0.4855,0.564,0.3162
Cherokee-Aukan,0,0,0,0,0,0,0,0,0.024,0.2698,0,0,0.0401,0.2856,0.539,0.1633
Cherokee-Japanese,1410000000,1410000000,1410000000,3200000,3200000,3200000,0,0,0,0.2697,1,0,0.1895,0.3767,0.4655,0.4024
Cherokee-Spanish,436000000,11616265100,2513780000,4800000,377177649,36284000,0,0,0.0294,0.4425,0,0,0.0872,0.3789,0.4567,0.2829
Cherokee-Shuar,0,0,0,0,0,0,0,0,0.0255,0.3172,1,1,0.0372,0.2929,0.3331,0.3828
Cherokee-Dutch,451000000,11616265100,3916959000,8400000,377177649,259221917,0,0,0.0287,0.4453,0,0,0.0855,0.4112,0.5555,0.3162
Cherokee-Slovak,156500000,11616265100,3338920000,5200000,377177649,49200000,0,0,0.0336,0.4556,0,0,0.1091,0.4134,0.4321,0.2829
Cherokee-Amuzgo,0,0,0,0,0,0,0,0,0.021,0.0848,0,0,0.0133,0.2409,0.45,0
Cherokee-Swahili,87840000,145299300,145299300,173000,173000,173000,0,0,0.0312,0.4593,0,0,0.2371,0.3305,0.5443,0.4302
Cherokee-Chinese-tok,1270000000,1313269000,1270000000,8300000,8308000,8306000,0,0,0.033,0.4064,0,0,0.1932,0.4191,0.3675,0.2662
Cherokee-Danish,177100000,11616265100,3916959000,7900000,377177649,259221917,0,0,0.0333,0.4597,0,0,0.0885,0.3981,0.5383,0.3162
Cherokee-Amharic,29492000,495945000,475664000,88000,12677000,12388000,0,0,0.0299,0.4092,1,0,0.2084,0.2384,0.3636,0.2829
Cherokee-Somali,11825000,495945000,11825000,85000,12677000,85000,0,0,0.0281,0.4479,1,0,0.2307,0.3813,0.45,0.2362
Cherokee-Croatian,128900000,11616265100,3338920000,4000000,377177649,49200000,0,0,0.0351,0.4475,0,0,0.1108,0.3876,0.45,0.2829
Cherokee-Italian,279000000,11616265100,2513780000,8300000,377177649,36284000,0,0,0.0286,0.4376,0,0,0.1071,0.3708,0.5,0.2829
Cherokee-Akawaio,0,0,0,0,0,0,0,0,0.0255,0.1316,1,1,0.0313,0.2143,0.5046,0.4286
Cherokee-Czech,263000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.0338,0.4588,0,0,0.1021,0.4295,0.4993,0.2829
Cherokee-Tachelhit,0,0,0,0,0,0,0,0,0.0309,0.2113,0,0,0.0865,0.3708,0.4871,0.2829
Cherokee-Romanian,147700000,11616265100,2513780000,4900000,377177649,36284000,0,0,0.0322,0.4111,0,0,0.1202,0.2809,0.4814,0.2441
Cherokee-Lithuanian,98300000,11616265100,220200000,3200000,377177649,5200000,0,0,0.033,0.456,0,0,0.1067,0.4191,0.4321,0.3701
Cherokee-Wolof,1750000,145299300,145299300,0,0,0,0,0,0.0339,0.4035,0,0,0.0891,0.3845,0.6258,0.2829
Cherokee-Zulu,10162000,145299300,145299300,0,0,0,0,0,0.0337,0.4599,0,0,0.2462,0.3708,0.525,0.2929
Cherokee-Thai-tok,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0184,0.1675,0,0,0.261,0.3386,0.6087,0.2362
Cherokee-Malayalam,60900000,334050000,227740000,373000,448000,415000,0,0,0.0276,0.3857,1,0,0.2629,0.4283,0.4034,0.1982
Cherokee-Hebrew,172500000,495945000,475664000,4100000,12677000,12388000,0,0,0.0275,0.4506,0,0,0.1642,0.3505,0.5104,0.3939
Cherokee-Kabyle,0,0,0,0,0,0,0,0,0.0302,0.2045,0,1,0.0124,0.2301,0.3802,0.1982
Cherokee-French,954000000,11616265100,2513780000,8800000,377177649,36284000,0,0,0.0314,0.4618,0,0,0.0848,0.4392,0.512,0.371
Cherokee-Afrikaans,44070000,11616265100,3916959000,67000,377177649,259221917,0,0,0.0311,0.4573,0,0,0.24,0.477,0.4993,0.3162
K'iche'-SIL-Uma,49440000,334050000,227740000,0,0,0,0,0,0.4898,0.1776,0,1,0.0503,0.232,0.6984,0.196
K'iche'-SIL-Russian,1810440000,11950315100,3566660000,9300000,377177649,49200000,0,0,0.0363,0.1401,0,1,0.0395,0.3931,0.4243,0.1567
K'iche'-SIL-Syriac,49440000,334050000,227740000,0,0,0,0,0,0.0154,0.1349,0,1,0.0304,0.319,0.4375,0.2302
K'iche'-SIL-Xhosa,54130100,479349300,373039300,0,0,0,0,0,0.4849,0.1575,0,1,0.0912,0.3186,0.6316,0.175
K'iche'-SIL-English-WEB,2049440000,11950315100,4144699000,220242917,377177649,259221917,0,0,0.4152,0.1482,0,1,0.11,0.2644,0.4666,0.196
K'iche'-SIL-K'iche',49440000,334050000,227740000,15000,12677000,77000,0,0,0,0.0312,0,1,0.0986,0.5016,0.5693,0.196
K'iche'-SIL-Thai,166140000,450750000,344440000,4100000,4100000,4100000,0,0,0.0033,0.1099,0,1,0.0143,0.2265,0.6846,0.134
K'iche'-SIL-Campa,49440000,334050000,227740000,0,0,0,0,0,0.4509,0.1687,0,0,0.2972,0.3851,0.4805,0.3333
K'iche'-SIL-Q'eqchi',49440000,334050000,227740000,0,0,0,0,0,0.6391,0.2582,0,0,0.293,0.3644,0.5946,0.3675
K'iche'-SIL-Tagalog,102040000,851979400,745669400,36000,7592560,7592560,0,0,0.393,0.1565,0,1,0.0466,0.2274,0.6245,0.1567
K'iche'-SIL-Barasana,49440000,334050000,227740000,0,0,0,0,0,0.4528,0.1476,0,0,0.2879,0.3474,0.3947,0.5
K'iche'-SIL-Nahuatl,49440000,334050000,227740000,0,0,0,0,0,0.5659,0.2262,0,0,0.2924,0.2771,0.5944,0.3333
K'iche'-SIL-Portuguese,556440000,11950315100,2741520000,8300000,377177649,36284000,0,0,0.3789,0.1563,0,1,0.116,0.2688,0.4545,0.1111
K'iche'-SIL-Zarma,49440000,334050000,227740000,0,0,0,0,0,0.4187,0.1636,1,1,0.1097,0.2486,0.52,0.1111
K'iche'-SIL-Korean,260440000,545050000,438740000,1400000,1400000,1400000,0,0,0.0164,0.1093,1,1,0.0623,0.2728,0.2467,0.2929
K'iche'-SIL-Coptic,49440000,334050000,227740000,0,0,0,0,0,0.0208,0.1343,0,1,0.047,0.3118,0.5052,0.2604
K'iche'-SIL-Hungarian,238040000,11950315100,579840000,5300000,377177649,13200000,0,0,0.3597,0.1595,0,1,0.0752,0.2805,0.3397,0.1567
K'iche'-SIL-Shona,55035200,479349300,373039300,0,0,0,0,0,0.4512,0.155,0,1,0.0126,0.2486,0.7132,0.2621
K'iche'-SIL-Cebuano,60521000,851979400,745669400,0,0,0,0,0,0.3944,0.16,0,1,0.0534,0.2732,0.671,0.0513
K'iche'-SIL-Ewe,49440000,334050000,227740000,0,0,0,0,0,0.4056,0.1815,0,1,0.1171,0.2805,0.5549,0.2873
K'iche'-SIL-Norwegian,220240000,11950315100,4144699000,4100000,377177649,259221917,0,0,0.3715,0.1444,0,1,0.097,0.1617,0.4101,0.1567
K'iche'-SIL-Vietnamese-tok,270440000,584848000,478538000,4000000,4000625,4000625,0,0,0.2909,0.1491,0,1,0.0221,0.3763,0.7038,0.3264
K'iche'-SIL-Wolaytta,49440000,334050000,227740000,0,0,0,0,0,0.462,0.1622,1,1,0.0358,0.3484,0.1932,0.196
K'iche'-SIL-Kannada,49440000,334050000,227740000,0,0,0,0,0,0.02,0.1224,0,0,0.2954,0.3644,0.6087,0.0572
K'iche'-SIL-Dinka,49440000,334050000,227740000,0,0,0,0,0,0.4164,0.1881,0,1,0.0528,0.2874,0.6485,0.2302
K'iche'-SIL-Indonesian,332440000,851979400,745669400,4300000,7592560,7592560,0,0,0.4658,0.1384,0,1,0.0375,0.2445,0.6559,0.196
K'iche'-SIL-English,2049440000,11950315100,4144699000,220242917,377177649,259221917,0,0,0.414,0.1503,0,1,0.11,0.2644,0.4666,0.196
K'iche'-SIL-Myanmar,92260000,1647319000,270560000,2000,8308000,2000,0,0,0.0067,0.1092,1,1,0.0087,0.3118,0.3246,0.1982
K'iche'-SIL-Jakalteko,49440000,334050000,227740000,0,0,0,0,0,0.6079,0.2933,0,0,0.2942,0.2209,0.7026,0.3675
K'iche'-SIL-Slovene,178940000,11950315100,3566660000,5200000,377177649,49200000,0,0,0.4091,0.1682,0,1,0.0825,0.3153,0.4101,0.1567
K'iche'-SIL-Greek,253440000,11950315100,431740000,6500000,377177649,6500000,0,0,0.0346,0.13,0,1,0.0641,0.3678,0.438,0.1567
K'iche'-SIL-Chinantec,49440000,334050000,227740000,0,0,0,0,0,0.4043,0.1179,0,1,0.2937,0.2967,0.6883,0.4226
K'iche'-SIL-Icelandic,157520000,11950315100,4144699000,2000000,377177649,259221917,0,0,0.3749,0.153,0,1,0.133,0.303,0.4285,0.196
K'iche'-SIL-Polish,470440000,11950315100,3566660000,5500000,377177649,49200000,0,0,0.3956,0.1626,0,1,0.0801,0.3092,0.4243,0.1567
K'iche'-SIL-Romani,49440000,334050000,227740000,0,0,0,0,0,0.5045,0.1752,0,1,0.0702,0.1974,0.3152,0.1567
K'iche'-SIL-Maori,55859000,851979400,745669400,0,0,0,0,0,0.4946,0.1404,0,1,0.2033,0.3544,0.6266,0.5528
K'iche'-SIL-Cabecar,49440000,334050000,227740000,0,0,0,0,0,0.5074,0.2001,1,1,0.2952,0.2334,0.3879,0.0572
K'iche'-SIL-Mam,49440000,334050000,227740000,0,0,0,0,0,0.5609,0.2597,0,0,0.2954,0.2947,0.6245,0.0572
K'iche'-SIL-Latvian,171340000,11950315100,447940000,2000000,377177649,5200000,0,0,0.3995,0.1577,0,1,0.0773,0.2773,0.3331,0.196
K'iche'-SIL-Chinese,1319440000,1647319000,1497740000,8300000,8308000,8306000,0,0,0.0703,0.1092,0,1,0.0461,0.2773,0.3511,0.2604
K'iche'-SIL-Japanese-tok,1459440000,1744050000,1637740000,3200000,3200000,3200000,0,0,0.061,0.1092,1,1,0.0739,0.3115,0.15,0.3675
K'iche'-SIL-Albanian,138710000,11950315100,317010000,3200000,377177649,3200000,0,0,0.4544,0.1623,0,1,0.0712,0.3239,0.4173,0.2302
K'iche'-SIL-Basque,102170000,386780000,280470000,1200000,1200000,1200000,0,0,0.5106,0.1714,1,1,0.1104,0.3542,0.3611,0.0572
K'iche'-SIL-Esperanto,124040000,408650000,302340000,397000,414000,397000,0,0,0.5018,0.1582,0,1,0.1033,0.3119,0.4375,0.196
K'iche'-SIL-Gujarati,139360000,11950315100,1052640000,0,0,0,0,0,0.0563,0.1323,1,1,0.0027,0.1372,0.2491,0.1111
K'iche'-SIL-Serbian,117740000,11950315100,3566660000,4000000,377177649,49200000,0,0,0.3976,0.1608,0,1,0.07,0.2773,0.4173,0.1567
K'iche'-SIL-Vietnamese,270440000,584848000,478538000,4000000,4000625,4000625,0,0,0.308,0.1493,0,1,0.0221,0.3763,0.7038,0.3264
K'iche'-SIL-German,750440000,11950315100,4144699000,8700000,377177649,259221917,0,0,0.4358,0.1513,0,1,0.0874,0.3745,0.3815,0.2873
K'iche'-SIL-Telugu,155750000,668100000,334050000,33000,448000,33000,1,0,0.0342,0.1229,1,1,0.0004,0.1109,0.1078,0
K'iche'-SIL-Creole,119531000,404141000,297831000,0,0,0,0,0,0.4485,0.1557,0,1,0.272,0.2401,0.5733,0.1111
K'iche'-SIL-Quichua,49440000,334050000,227740000,0,0,0,0,0,0.5052,0.1799,1,0,0.2977,0.3583,0.2767,0.175
K'iche'-SIL-Achuar,49440000,334050000,227740000,0,0,0,0,0,0.5098,0.1992,1,1,0.2986,0.3429,0.2871,0.1835
K'iche'-SIL-Malagasy,57867000,851979400,745669400,355000,7592560,7592560,0,0,0.4081,0.1478,0,1,0.0457,0.2585,0.7026,0.196
K'iche'-SIL-Camsa,49440000,334050000,227740000,0,0,0,0,0,0.4017,0.1722,0,0,0.2956,0.2628,0.407,0.0572
K'iche'-SIL-Swedish,295440000,11950315100,4144699000,7800000,377177649,259221917,0,0,0.44,0.1536,0,1,0.0881,0.3393,0.4474,0.196
K'iche'-SIL-Aukan,49440000,334050000,227740000,0,0,0,0,0,0.4822,0.1724,0,1,0.2559,0.2382,0.5827,0.1567
K'iche'-SIL-Japanese,1459440000,1744050000,1637740000,3200000,3200000,3200000,0,0,0,0.1092,1,1,0.0739,0.3115,0.15,0.3675
K'iche'-SIL-Spanish,485440000,11950315100,2741520000,4800000,377177649,36284000,0,0,0.4222,0.1557,0,1,0.1103,0.3271,0.468,0.2621
K'iche'-SIL-Shuar,49440000,334050000,227740000,0,0,0,0,0,0.4953,0.1574,1,0,0.3001,0.4041,0.1842,0.4557
K'iche'-SIL-Dutch,500440000,11950315100,4144699000,8400000,377177649,259221917,0,0,0.425,0.1509,0,1,0.1004,0.3722,0.4173,0.196
K'iche'-SIL-Slovak,205940000,11950315100,3566660000,5200000,377177649,49200000,0,0,0.4102,0.1624,0,1,0.0775,0.3022,0.392,0.1567
K'iche'-SIL-Amuzgo,49440000,334050000,227740000,0,0,0,0,0,0.4634,0.1862,0,1,0.2953,0.3022,0.6409,0.2441
K'iche'-SIL-Swahili,137280000,479349300,373039300,173000,173000,173000,0,0,0.4789,0.1574,0,1,0.0462,0.2401,0.6104,0.2965
K'iche'-SIL-Chinese-tok,1319440000,1647319000,1497740000,8300000,8308000,8306000,0,0,0.0539,0.1092,0,1,0.0461,0.2773,0.3511,0.2604
K'iche'-SIL-Danish,226540000,11950315100,4144699000,7900000,377177649,259221917,0,0,0.378,0.1471,0,1,0.095,0.3043,0.3947,0.196
K'iche'-SIL-Amharic,78932000,829995000,703404000,88000,12677000,12388000,0,0,0.0282,0.1104,1,1,0.0312,0.3064,0.1536,0.1567
K'iche'-SIL-Somali,61265000,829995000,239565000,85000,12677000,85000,0,0,0.4796,0.1626,1,1,0.0249,0.319,0.3844,0.2302
K'iche'-SIL-Croatian,178340000,11950315100,3566660000,4000000,377177649,49200000,0,0,0.4057,0.1573,0,1,0.0786,0.3119,0.3844,0.1567
K'iche'-SIL-Italian,328440000,11950315100,2741520000,8300000,377177649,36284000,0,0,0.4353,0.1531,0,1,0.0848,0.3542,0.487,0.1567
K'iche'-SIL-Akawaio,49440000,334050000,227740000,0,0,0,0,0,0.4018,0.1477,1,0,0.2665,0.319,0.4635,0.2441
K'iche'-SIL-Czech,312440000,11950315100,3566660000,5500000,377177649,49200000,0,0,0.3871,0.1617,0,1,0.0839,0.3698,0.3511,0.1567
K'iche'-SIL-Tachelhit,49440000,334050000,227740000,0,0,0,0,0,0.3565,0.1622,0,1,0.1273,0.402,0.5456,0.1567
K'iche'-SIL-Romanian,197140000,11950315100,2741520000,4900000,377177649,36284000,0,0,0.4709,0.1609,0,1,0.0679,0.2917,0.4426,0.1111
K'iche'-SIL-Lithuanian,147740000,11950315100,447940000,3200000,377177649,5200000,0,0,0.4212,0.1583,0,1,0.076,0.3006,0.316,0.2222
K'iche'-SIL-Wolof,51190000,479349300,373039300,0,0,0,0,0,0.4591,0.1837,0,1,0.1536,0.3109,0.5887,0.1567
K'iche'-SIL-Zulu,59602000,479349300,373039300,0,0,0,0,0,0.5024,0.1574,0,1,0.0774,0.3542,0.564,0.3764
K'iche'-SIL-Thai-tok,166140000,450750000,344440000,4100000,4100000,4100000,0,0,0.0492,0.1099,0,1,0.0143,0.2265,0.6846,0.134
K'iche'-SIL-Malayalam,110340000,668100000,455480000,373000,448000,415000,1,1,0.0275,0.1217,1,1,0.0004,0.0709,0.1097,0.0572
K'iche'-SIL-Hebrew,221940000,829995000,703404000,4100000,12677000,12388000,0,0,0.0306,0.1173,0,1,0.0415,0.4526,0.4499,0.2873
K'iche'-SIL-Kabyle,49440000,334050000,227740000,0,0,0,0,0,0.4216,0.1693,0,0,0.2954,0.3644,0.6087,0.0572
K'iche'-SIL-French,1003440000,11950315100,2741520000,8800000,377177649,36284000,0,0,0.4386,0.1581,0,1,0.1045,0.3114,0.4994,0.2604
K'iche'-SIL-Afrikaans,93510000,11950315100,4144699000,67000,377177649,259221917,0,0,0.4297,0.1483,0,1,0.0753,0.3389,0.4322,0.196
Uma-Russian,1761000000,11616265100,3338920000,9300000,377177649,49200000,0,0,0.04,0.1845,0,1,0.1011,0.3224,0.4001,0.1419
Uma-Syriac,0,0,0,0,0,0,0,0,0.0173,0.1855,0,1,0.1329,0.2223,0.3629,0.2167
Uma-Xhosa,4690100,145299300,145299300,0,0,0,0,0,0.5567,0.2087,0,1,0.1611,0.2236,0.3968,0.2538
Uma-English-WEB,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.4959,0.2085,0,1,0.2116,0.2977,0.3887,0.1818
Uma-K'iche',0,0,0,15000,12677000,77000,0,0,0,0.0312,0,1,0.2156,0.4535,0.3136,0.2727
Uma-Thai,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0079,0.1588,0,1,0.0155,0.1686,0.1633,0.1296
Uma-Campa,0,0,0,0,0,0,0,0,0.4348,0.2345,0,0,0.3088,0.2884,0.4316,0.397
Uma-Q'eqchi',0,0,0,0,0,0,0,0,0.5411,0.2246,0,0,0.2936,0.1935,0.3136,0.4279
